ip-q1,ip-q2,ip-q3,ip-q4,ip-q5,ip-q6,ip-q7,ip-q8,ip-q9,ip-q10,ip-q11,ip-q12,ip-q13,ip-q14,ip-q15,ip-q16,ip-q17,ip-q18,ip-q19,ip-q20,ip-q21,ip-q22,ip-q23,ip-q24,ip-q25,ip-q26,ip-q27,ip-q28,ip-q29,ip-q30,ip-q31,ip-q32,ip-q33,ip-q34,ip-q35,ip-q36,ip-q37,ip-q38,ip-q39,ip-q40,ip-q41,ip-q42,ip-q43,ip-q44,ip-q45,ip-q46,ip-q47,ip-q48,ip-q49,ip-q50,Career
2,3,3,0,0,2,2,0,1,2,3,0,0,2,3,1,3,2,0,2,1,3,0,1,1,2,1,2,1,0,3,2,0,0,2,2,1,3,0,0,3,2,0,1,1,1,2,2,0,1,AI Researcher
1,1,3,2,2,2,2,1,3,3,2,1,1,2,1,1,2,1,3,2,2,2,1,2,1,2,3,2,1,1,3,3,3,1,1,3,1,3,3,1,1,3,3,2,2,1,1,1,2,2,Full Stack Developer
3,3,2,3,3,2,3,3,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,Project Manager
1,2,2,2,1,2,1,2,2,3,3,3,3,3,3,1,2,2,3,3,1,3,2,3,3,2,3,1,2,2,1,1,2,3,2,2,1,2,3,2,1,2,1,1,2,2,1,1,2,3,Full Stack Developer
2,3,1,1,3,1,2,0,2,3,0,1,3,1,1,3,2,2,0,3,1,1,0,3,3,2,1,2,0,3,3,1,0,3,2,3,3,0,0,3,2,1,1,3,1,2,3,2,0,2,Data Scientist
3,3,1,0,3,1,0,0,2,1,0,0,3,3,1,3,1,0,0,3,1,2,0,3,2,2,2,1,0,3,2,0,0,3,2,3,2,1,0,2,2,1,0,3,3,2,2,1,0,2,Data Scientist
1,1,3,1,3,1,3,2,3,2,3,1,3,1,3,1,1,1,1,1,1,2,3,2,3,2,2,1,3,1,1,3,3,3,1,1,1,2,1,2,3,3,2,3,1,2,2,3,3,1,Full Stack Developer
3,2,0,0,3,1,2,0,3,3,2,0,3,1,2,3,3,1,0,3,2,1,0,2,2,3,3,0,0,3,1,0,0,3,1,2,1,0,0,3,3,2,0,2,3,2,1,2,1,3,Data Scientist
3,0,2,3,0,3,1,3,1,0,2,2,1,0,0,1,0,1,3,1,2,0,3,3,0,3,0,0,2,0,3,0,2,3,1,3,0,0,2,1,1,0,2,2,0,2,0,2,3,3,Backend Developer
2,1,0,0,3,3,0,0,2,1,0,1,3,3,2,3,3,2,0,3,3,1,1,3,1,3,2,1,0,3,1,0,1,2,2,3,3,0,0,2,3,0,0,3,3,3,1,1,1,3,Data Scientist
3,1,0,1,3,1,1,0,2,3,2,0,3,3,0,2,1,2,0,3,2,0,0,2,2,2,3,2,1,2,3,1,0,3,2,3,2,2,1,3,1,1,0,3,1,3,2,0,1,3,Data Scientist
0,2,2,3,0,2,3,3,0,2,2,3,0,1,3,0,2,3,3,0,1,1,2,1,2,0,1,1,3,1,1,3,3,1,1,1,0,3,3,0,0,2,2,1,2,1,0,1,2,0,Business Analyst
3,2,2,3,2,1,1,3,3,1,1,1,3,2,2,3,2,3,3,2,3,3,3,3,2,1,1,1,1,1,1,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,1,2,Full Stack Developer
3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,1,1,3,3,2,3,2,1,1,2,1,1,1,2,3,3,3,2,2,3,3,1,2,3,3,2,1,1,2,2,2,2,3,2,2,Full Stack Developer
3,2,3,2,3,3,1,1,1,1,3,2,2,3,3,3,3,3,2,3,3,1,1,3,2,2,1,3,1,2,2,1,2,2,3,3,1,1,3,1,2,3,3,3,1,1,1,1,3,3,Full Stack Developer
0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Data Analyst
3,2,2,0,3,3,2,0,3,3,0,0,3,3,0,2,1,1,0,3,1,1,0,2,2,2,2,2,0,3,3,2,0,2,3,2,2,0,0,3,2,0,0,3,3,3,1,1,0,3,Data Scientist
1,3,3,0,1,2,2,0,1,1,2,0,0,2,3,2,3,3,1,1,3,3,0,0,2,0,1,3,1,2,1,2,0,2,2,2,1,2,0,1,3,2,0,1,1,1,2,3,0,0,AI Researcher
1,1,3,3,3,1,3,2,3,2,2,2,3,2,2,3,1,3,1,1,2,2,2,2,3,1,2,3,2,2,2,2,3,3,3,1,2,3,1,2,2,1,2,2,2,3,2,3,3,2,Full Stack Developer
3,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3,3,2,2,2,2,Project Manager
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Data Analyst
3,0,2,3,2,3,0,3,2,0,1,3,1,0,2,1,0,1,3,2,3,0,3,3,0,2,0,1,3,0,1,0,2,1,0,1,0,1,3,0,2,0,3,2,0,1,0,2,3,3,Backend Developer
2,2,3,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,1,3,2,3,2,2,3,1,2,3,2,3,3,3,1,3,1,3,3,1,3,1,2,3,1,2,3,2,2,2,2,2,Full Stack Developer
0,2,1,1,0,2,1,2,0,0,1,2,1,2,2,1,2,1,1,1,1,2,0,1,1,2,1,2,0,0,1,1,2,0,0,0,2,1,2,0,2,2,2,2,2,0,2,2,2,1,AI Engineer
0,3,2,0,1,1,3,0,2,1,3,0,0,1,3,2,3,3,0,0,2,2,0,2,2,2,1,2,1,1,3,2,0,0,2,1,3,3,0,1,1,3,0,1,1,1,3,3,0,0,AI Researcher
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Data Analyst
2,1,2,2,1,2,2,2,1,0,0,2,1,2,2,1,0,0,0,1,1,2,0,1,1,2,0,0,0,1,0,2,2,2,2,1,1,1,0,0,1,1,0,0,1,0,2,0,0,2,AI Engineer
0,1,3,1,2,1,2,0,1,1,2,1,2,2,3,1,2,3,1,1,2,2,0,2,2,1,3,3,1,0,3,3,1,0,3,2,2,3,0,0,2,3,1,1,3,0,2,3,0,0,AI Researcher
1,2,2,2,0,2,2,3,1,0,3,2,0,2,1,0,2,1,3,0,2,3,2,0,1,0,2,1,3,0,0,1,3,0,0,0,0,1,3,0,2,2,2,0,0,0,0,2,3,1,Business Analyst
1,1,2,0,2,2,2,1,0,3,2,0,2,3,3,0,3,2,1,1,3,3,1,1,2,1,1,3,1,2,3,2,0,2,1,2,3,2,0,1,1,2,1,0,1,0,1,2,0,1,AI Researcher
1,1,0,2,0,1,0,0,2,1,0,2,0,2,0,0,1,2,1,2,2,2,0,1,0,0,0,1,2,0,1,1,1,2,1,0,2,0,1,0,2,0,2,1,2,2,2,1,1,1,AI Engineer
1,2,1,3,0,2,2,3,0,2,3,3,1,0,3,0,2,2,3,1,0,1,2,0,1,0,1,1,3,0,0,1,3,1,1,1,1,2,3,0,2,3,3,0,2,0,2,1,2,1,Business Analyst
2,0,1,0,0,1,1,0,2,2,2,2,1,2,2,0,2,1,0,0,0,2,1,1,1,0,2,2,0,2,1,1,2,0,1,2,2,1,2,1,1,2,1,1,2,1,0,2,0,0,AI Engineer
2,1,1,3,2,1,2,2,1,1,3,3,3,2,2,2,3,3,3,2,1,1,3,2,1,1,3,3,1,1,1,1,2,2,3,3,1,3,1,3,2,2,3,1,2,1,1,3,1,2,Full Stack Developer
1,1,1,3,1,2,0,3,3,0,0,3,2,1,2,1,0,1,2,0,3,1,3,2,0,1,0,2,3,2,3,1,2,2,1,2,0,1,3,1,2,0,3,2,1,3,0,1,2,1,Backend Developer
3,1,2,2,1,1,0,3,2,0,0,3,2,0,0,2,0,2,2,2,2,1,3,1,0,3,0,0,2,2,2,1,3,2,1,2,1,0,3,2,2,0,2,3,1,2,1,2,3,2,Backend Developer
2,2,1,2,0,0,2,0,2,0,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,1,1,1,2,2,2,1,0,0,2,1,2,1,2,2,2,2,2,0,1,0,1,AI Engineer
2,1,0,0,3,1,1,0,2,3,2,0,3,1,0,3,1,1,1,3,3,1,1,3,2,3,3,2,1,3,2,1,0,3,3,3,2,0,1,3,2,1,0,3,1,2,2,2,0,3,Data Scientist
3,3,2,3,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,2,3,2,2,3,3,2,3,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,Project Manager
0,0,2,1,0,1,2,2,0,2,1,2,2,1,1,1,0,0,1,1,2,1,0,1,2,0,1,0,1,1,0,2,0,2,1,0,2,2,1,1,0,2,2,1,2,2,0,1,2,0,AI Engineer
3,2,3,3,2,1,1,2,2,3,2,2,3,2,1,2,1,2,2,1,3,2,1,1,1,2,1,2,1,2,1,1,2,1,3,3,1,1,3,1,3,1,2,3,2,1,3,2,1,1,Full Stack Developer
2,0,0,2,1,0,2,0,0,1,2,2,2,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,2,1,2,1,2,1,0,2,0,1,2,0,1,1,1,2,0,2,2,2,2,2,AI Engineer
1,1,3,1,2,3,3,2,2,3,2,2,1,2,1,1,2,3,1,1,2,1,3,3,3,2,3,2,1,3,2,2,1,1,1,1,3,2,1,3,2,1,3,3,1,2,3,2,1,3,Full Stack Developer
0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,1,2,1,1,0,2,0,2,2,0,0,0,2,0,0,2,2,1,1,1,2,0,0,1,2,2,2,0,0,0,1,2,2,0,2,AI Engineer
1,3,2,1,2,1,3,0,2,2,3,1,1,1,3,0,3,3,0,2,1,3,0,2,2,2,1,3,0,0,3,2,0,0,2,2,2,2,0,2,2,3,0,2,3,0,1,3,0,0,AI Researcher
3,3,1,0,3,2,2,1,2,1,0,0,3,1,1,2,2,2,1,2,2,2,0,3,1,3,3,2,1,3,3,2,1,2,2,2,2,1,0,3,1,2,0,3,2,3,1,0,0,3,Data Scientist
0,1,3,0,1,2,3,1,1,1,3,0,2,3,2,2,2,2,0,2,3,3,0,0,2,0,2,3,0,1,1,2,1,0,2,2,1,3,0,1,1,3,1,0,1,2,1,3,0,1,AI Researcher
3,1,2,1,3,3,1,3,2,3,1,2,1,1,3,3,2,1,2,3,3,3,3,1,3,3,3,1,1,3,1,3,3,2,2,1,3,1,2,2,2,3,1,2,1,1,1,2,1,1,Full Stack Developer
0,1,3,3,1,1,3,3,0,2,2,3,0,2,2,0,0,1,2,0,0,1,3,0,0,1,0,2,2,1,0,1,2,1,0,1,1,3,2,0,0,2,3,1,2,0,2,2,3,0,Business Analyst
1,2,1,3,1,1,2,1,3,1,2,2,2,1,3,3,3,2,3,1,1,2,2,3,2,1,1,3,3,3,1,2,1,3,1,1,3,3,1,2,2,1,3,2,2,2,1,2,3,2,Full Stack Developer
0,1,2,2,0,0,0,0,2,1,2,1,2,1,0,1,0,1,1,1,1,2,0,0,2,2,2,2,1,1,1,2,0,0,1,0,0,1,1,2,1,1,2,1,2,2,2,0,0,0,AI Engineer
2,0,0,3,2,2,0,3,2,0,0,3,2,1,1,3,0,0,3,1,1,0,3,2,1,3,1,0,3,2,2,0,3,3,1,1,0,0,3,1,3,0,3,1,0,2,1,0,2,3,Backend Developer
1,0,1,3,2,3,1,3,1,0,0,3,2,0,0,2,0,1,3,1,3,0,2,3,0,3,0,2,3,2,3,0,2,1,1,2,0,0,3,2,3,0,3,1,1,2,1,0,3,2,Backend Developer
0,1,2,0,1,3,3,1,1,1,3,0,0,1,2,0,2,3,0,2,1,3,0,1,3,2,1,3,0,1,1,3,0,2,3,2,2,3,0,1,3,3,1,1,2,1,3,3,0,2,AI Researcher
3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,2,2,2,2,3,2,3,3,3,2,3,2,3,3,3,Project Manager
2,1,2,1,2,2,1,0,1,0,0,0,0,0,2,0,0,2,0,2,0,2,2,1,0,0,0,0,1,2,2,2,0,0,1,2,0,1,0,2,2,0,0,1,2,0,1,0,0,1,AI Engineer
3,3,1,1,3,2,0,0,2,3,1,1,2,3,1,3,2,2,0,3,3,1,0,2,2,2,2,0,0,3,2,1,0,2,1,3,1,0,0,3,3,0,0,3,2,2,1,1,0,3,Data Scientist
3,2,1,1,3,2,3,3,1,3,1,2,3,1,2,1,1,2,2,3,3,2,1,1,1,3,2,3,1,3,1,1,3,1,3,3,1,1,2,3,2,3,2,2,3,2,3,3,2,2,Full Stack Developer
0,2,3,3,1,1,3,3,0,2,2,3,0,1,3,0,0,1,2,0,0,3,3,0,0,0,0,2,3,0,2,1,3,0,1,0,2,2,3,1,1,2,2,0,0,0,2,2,3,1,Business Analyst
2,1,0,0,3,2,0,1,2,3,1,1,3,1,2,3,3,2,0,3,3,1,0,3,3,3,2,0,0,3,2,2,0,2,2,2,1,1,0,3,1,0,1,3,2,2,1,0,1,3,Data Scientist
1,0,2,2,0,0,1,3,0,2,1,3,0,1,3,1,1,1,2,1,2,1,3,1,0,0,1,1,3,0,0,3,2,1,0,0,0,3,2,1,2,2,3,0,0,0,0,1,2,1,Business Analyst
0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,Data Analyst
2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,Project Manager
0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,Data Analyst
1,1,2,0,2,2,0,1,0,0,1,0,0,2,1,1,1,2,2,1,1,2,1,0,0,0,1,0,0,1,0,0,2,1,2,0,0,2,1,0,2,2,1,0,2,0,2,0,0,2,AI Engineer
0,1,1,2,1,0,3,3,0,2,1,3,0,2,1,0,2,3,3,1,0,1,3,1,0,0,1,1,2,1,1,2,2,1,0,0,0,2,3,1,1,2,3,1,2,0,1,3,3,0,Business Analyst
3,2,0,0,3,2,1,0,3,2,0,0,2,2,2,3,2,0,1,3,3,1,0,2,1,2,2,0,1,3,1,2,0,3,3,3,3,0,1,3,2,1,1,3,3,2,3,0,0,3,Data Scientist
0,2,1,2,1,0,3,2,1,1,1,2,0,0,3,0,1,3,3,1,2,3,3,0,1,0,0,3,3,0,0,1,3,1,2,0,0,3,2,1,1,1,3,0,1,0,2,3,3,0,Business Analyst
0,1,2,3,0,1,1,3,0,0,1,3,0,2,1,0,2,1,3,0,0,1,3,0,0,1,0,3,3,1,0,2,3,0,2,0,2,3,3,1,2,2,2,0,1,0,1,1,3,0,Business Analyst
3,2,0,1,2,2,0,1,3,1,0,1,2,3,2,3,1,2,0,3,3,0,1,3,1,3,3,2,0,3,2,2,1,3,3,2,3,1,0,2,2,1,0,3,3,3,2,2,0,3,Data Scientist
0,0,1,2,0,1,1,3,1,1,3,3,0,1,2,1,2,3,3,1,1,2,3,0,0,0,2,1,3,0,1,3,3,1,0,1,1,3,2,0,2,2,3,0,0,1,2,1,3,1,Business Analyst
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Data Analyst
2,2,3,1,1,2,3,0,2,1,2,1,1,3,3,0,2,3,1,1,3,2,0,1,3,1,3,3,1,1,2,3,1,2,1,0,1,2,0,0,2,3,1,2,3,0,1,3,0,2,AI Researcher
3,2,3,3,2,3,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,Project Manager
0,3,3,0,1,3,2,0,1,3,3,0,0,3,2,0,2,3,0,2,2,3,0,1,2,1,2,2,0,1,2,3,1,2,2,1,2,3,0,0,2,3,0,0,3,0,3,3,0,0,AI Researcher
3,0,1,3,2,3,0,3,2,0,0,2,3,0,1,3,1,1,3,2,3,1,3,2,0,3,0,0,3,1,1,1,3,3,1,2,0,0,3,0,3,0,3,2,0,1,0,0,3,1,Backend Developer
0,2,2,3,0,2,1,3,0,1,2,3,0,2,1,0,1,2,2,0,2,3,2,0,0,1,0,3,3,1,1,3,3,1,0,1,2,1,3,0,2,1,3,1,0,0,1,3,3,0,Business Analyst
3,0,1,3,2,3,0,3,3,0,0,2,1,0,1,2,0,2,2,1,3,0,3,2,0,1,1,0,3,0,3,0,3,2,1,1,0,1,2,1,1,1,3,3,0,1,1,1,3,1,Backend Developer
2,2,2,0,2,3,2,0,3,1,2,1,3,1,0,3,3,1,1,3,2,2,0,3,1,3,1,0,1,3,3,0,0,3,2,2,1,2,0,3,1,1,0,3,1,3,1,2,0,3,Data Scientist
1,0,2,0,2,2,0,2,0,0,2,1,0,0,0,0,1,2,0,2,0,2,2,0,1,0,0,0,2,0,0,0,0,2,1,0,2,0,1,2,2,0,1,1,1,2,2,2,1,0,AI Engineer
3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,3,Project Manager
3,3,2,3,3,3,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,2,2,3,Project Manager
2,2,3,3,3,2,2,3,2,1,2,3,2,1,3,3,2,1,2,2,2,3,2,1,1,3,1,1,2,3,3,3,1,3,2,1,3,1,3,3,1,2,3,1,1,3,1,2,3,1,Full Stack Developer
2,3,2,0,0,1,2,0,0,1,3,0,1,3,3,0,2,3,1,1,1,3,0,2,1,1,3,3,0,0,2,3,0,0,1,0,2,2,0,0,1,3,1,2,2,2,2,3,0,2,AI Researcher
2,0,1,3,2,3,0,2,2,0,2,2,2,1,0,3,0,1,2,1,2,1,3,3,0,3,1,1,2,1,3,0,3,3,0,3,0,1,3,2,3,0,2,2,0,1,0,0,2,2,Backend Developer
3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,Project Manager
3,2,3,3,3,2,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,Project Manager
0,1,3,3,1,1,3,3,1,1,1,3,0,2,3,1,2,3,2,0,2,1,2,1,2,0,1,2,2,0,0,3,3,1,2,0,0,1,3,0,0,1,2,1,0,0,2,2,3,1,Business Analyst
3,3,2,1,3,2,0,0,3,2,1,1,3,2,2,3,1,2,0,3,1,2,1,3,3,3,2,1,0,2,2,0,0,3,1,3,2,2,0,3,1,1,1,3,3,3,1,0,0,3,Data Scientist
3,1,2,2,1,2,1,3,2,2,1,1,1,1,2,2,1,1,3,2,2,1,1,1,1,1,3,1,2,3,2,1,3,2,3,2,1,1,2,3,1,3,2,3,2,2,2,2,1,1,Full Stack Developer
0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,Data Analyst
0,1,1,2,0,0,0,1,1,1,0,0,0,2,2,0,2,2,0,1,1,2,0,2,1,2,1,1,2,0,2,1,1,2,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2,AI Engineer
0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,Data Analyst
0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Data Analyst
0,2,2,3,0,2,3,3,0,1,3,3,1,0,3,0,2,1,3,0,2,1,2,1,1,1,1,2,2,0,1,3,3,1,2,1,1,2,2,0,2,3,2,0,2,1,2,1,2,0,Business Analyst
3,1,0,0,2,3,0,0,3,3,1,0,3,1,2,3,1,0,0,3,3,2,0,2,2,2,3,0,1,3,1,0,0,3,3,3,3,0,0,3,3,2,0,2,3,3,1,2,0,3,Data Scientist
2,1,0,0,3,2,2,0,3,1,0,1,3,2,0,2,1,0,1,3,2,2,1,3,2,2,2,2,0,2,1,0,1,3,2,3,2,2,0,2,1,0,0,3,2,3,2,0,1,3,Data Scientist
2,0,1,3,2,2,1,3,3,1,2,2,3,0,0,1,0,1,2,0,1,1,3,2,0,1,0,0,3,0,1,0,3,2,0,2,1,1,2,0,3,0,3,1,0,2,0,1,2,2,Backend Developer
1,1,3,3,1,1,2,2,0,0,2,2,0,1,2,0,2,2,3,0,0,1,3,1,1,0,0,1,3,0,1,1,3,0,0,0,0,2,2,0,1,3,2,0,0,1,1,3,2,0,Business Analyst
3,2,1,0,3,1,2,0,3,2,0,0,2,1,0,2,1,1,0,3,2,2,0,3,3,3,3,2,1,2,1,1,1,3,2,3,3,1,0,3,3,2,0,3,3,3,3,0,0,3,Data Scientist
1,0,1,2,0,2,0,3,3,0,1,3,3,0,2,2,0,0,2,1,1,0,3,3,1,3,1,0,3,1,3,0,3,3,0,1,1,2,3,2,3,1,3,3,1,1,0,1,3,1,Backend Developer
3,3,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,Project Manager
2,2,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,3,2,Project Manager
0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,Data Analyst
2,1,2,2,3,1,2,2,3,2,2,3,1,3,2,3,1,3,2,1,1,2,2,2,3,1,3,2,2,3,1,2,1,1,3,3,3,1,2,2,1,2,1,3,2,1,3,1,3,3,Full Stack Developer
1,3,3,0,0,1,3,0,1,1,2,0,0,3,3,0,3,2,1,2,1,3,0,0,1,1,1,3,0,1,1,3,1,0,3,0,1,3,0,1,1,2,1,1,1,0,3,2,1,1,AI Researcher
0,3,3,1,1,3,3,0,2,3,2,0,2,1,3,1,1,2,1,0,1,3,1,2,3,0,1,2,0,1,2,3,1,0,3,0,3,2,0,2,3,3,1,0,1,0,2,3,0,2,AI Researcher
1,2,1,3,0,2,1,3,1,0,1,3,0,1,3,1,2,2,3,0,1,2,3,1,1,1,0,3,3,1,1,2,3,1,0,1,1,2,3,0,1,3,3,1,1,0,2,2,3,0,Business Analyst
2,3,3,0,1,2,3,0,1,1,3,0,0,2,3,0,3,3,0,1,3,3,0,0,1,0,2,3,0,2,3,3,0,0,1,0,1,2,1,0,1,2,0,2,2,1,3,3,0,0,AI Researcher
3,0,0,2,1,2,1,3,2,1,1,3,2,1,1,1,1,0,3,1,2,0,2,1,0,1,1,0,2,2,3,0,2,1,0,3,0,1,3,2,3,0,2,1,1,3,0,2,3,3,Backend Developer
3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,Project Manager
2,0,2,2,1,1,1,0,2,0,0,0,1,2,2,1,0,2,1,0,2,2,0,2,2,0,1,2,2,1,2,1,2,0,2,2,1,1,2,0,2,1,2,0,0,1,2,1,2,0,AI Engineer
2,3,3,2,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,Project Manager
3,1,2,1,2,2,0,0,3,2,2,0,3,3,1,3,3,0,1,3,3,2,0,3,1,3,1,2,0,3,3,2,1,2,1,2,2,1,1,3,1,0,0,3,2,3,1,2,0,3,Data Scientist
1,1,3,2,0,2,3,2,1,1,1,3,1,0,1,1,2,2,3,1,2,2,3,1,1,1,2,2,3,0,1,2,2,0,2,0,2,3,3,0,2,3,3,0,1,0,1,1,3,1,Business Analyst
2,2,0,1,0,0,2,2,1,2,1,0,2,0,2,2,2,1,2,1,0,0,1,0,0,0,0,1,2,1,2,1,1,2,1,1,2,1,2,0,2,1,0,1,1,0,1,2,1,1,AI Engineer
2,1,0,2,2,2,0,2,2,0,0,3,3,0,1,1,1,2,2,2,3,0,3,2,0,2,1,0,3,1,3,0,3,1,0,3,0,1,2,1,2,0,2,1,1,1,0,1,3,2,Backend Developer
1,2,1,0,1,2,2,0,1,0,1,1,1,2,2,2,2,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,1,0,1,2,0,1,1,0,1,2,2,0,0,2,0,2,0,2,AI Engineer
0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,Data Analyst
1,2,0,2,2,0,1,2,0,1,1,0,2,0,2,2,2,0,0,2,0,1,1,2,1,2,0,2,0,2,1,0,2,1,0,1,2,2,0,2,1,2,0,1,2,0,1,0,0,0,AI Engineer
2,3,1,1,3,2,1,1,2,2,3,3,2,2,2,1,3,3,3,1,2,2,2,2,3,2,1,2,2,1,1,2,1,2,3,3,3,1,2,1,3,3,3,1,3,1,2,2,3,1,Full Stack Developer
3,2,3,1,1,1,3,3,2,1,2,3,3,3,3,2,1,1,2,3,2,3,1,1,2,3,1,3,3,3,3,3,2,1,2,3,2,3,2,3,2,3,3,3,2,3,1,3,1,1,Full Stack Developer
1,0,0,1,0,2,0,2,0,1,0,0,2,2,1,0,2,1,2,0,1,0,1,2,0,0,0,1,1,0,0,2,2,1,2,0,2,1,0,2,2,2,2,1,2,0,1,0,1,0,AI Engineer
2,1,1,0,2,1,1,0,3,1,0,0,2,2,0,3,2,1,1,2,2,1,1,2,3,3,1,0,1,3,2,1,0,2,1,2,2,2,0,2,1,1,0,3,1,2,1,1,0,2,Data Scientist
3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,Project Manager
1,0,1,2,1,0,3,3,0,1,2,3,0,1,1,0,2,2,3,1,1,1,2,0,1,1,0,2,2,1,2,3,3,1,1,0,1,3,2,0,0,2,2,0,1,0,2,2,3,1,Business Analyst
0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Data Analyst
