scenario-q1,scenario-q2,scenario-q3,scenario-q4,scenario-q5,scenario-q6,scenario-q7,scenario-q8,scenario-q9,scenario-q10,scenario-q11,scenario-q12,scenario-q13,scenario-q14,scenario-q15,scenario-q16,scenario-q17,scenario-q18,scenario-q19,scenario-q20,scenario-q21,scenario-q22,scenario-q23,scenario-q24,scenario-q25,scenario-q26,scenario-q27,scenario-q28,scenario-q29,scenario-q30,scenario-q31,scenario-q32,scenario-q33,scenario-q34,scenario-q35,scenario-q36,scenario-q37,scenario-q38,scenario-q39,scenario-q40,scenario-q41,scenario-q42,scenario-q43,scenario-q44,scenario-q45,scenario-q46,scenario-q47,scenario-q48,scenario-q49,scenario-q50,Career
0,1,3,0,0,1,0,2,1,1,3,3,3,1,2,0,1,1,2,0,2,1,2,1,2,0,1,0,0,0,2,1,1,2,2,2,2,0,0,0,3,0,1,1,1,0,0,0,0,3,Data Analyst
3,0,2,3,1,3,0,3,0,3,1,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,3,Data Scientist
1,2,2,0,0,1,0,2,1,1,2,2,1,0,2,0,2,2,2,0,2,3,2,0,2,1,0,0,0,1,1,0,3,1,1,2,1,0,1,1,2,2,2,1,2,1,0,2,2,1,Data Analyst
3,3,1,2,3,3,2,2,2,2,3,1,2,3,3,2,2,3,2,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,AI Researcher
1,3,0,1,0,1,0,1,0,3,2,0,2,2,3,0,2,0,1,2,3,0,2,2,1,3,3,2,3,3,1,2,1,1,2,2,3,1,2,1,0,2,2,2,1,2,3,1,3,0,Business Analyst
3,3,0,2,2,2,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,AI Researcher
0,1,2,0,0,2,1,0,1,0,2,3,3,0,2,0,2,3,2,2,1,2,1,0,1,1,0,0,0,0,1,0,1,1,0,3,0,0,2,0,3,2,1,0,2,1,0,0,0,2,Data Analyst
1,2,1,0,1,2,2,1,1,2,2,0,1,1,2,2,2,2,2,2,3,2,1,2,2,2,1,3,3,1,3,1,0,0,1,0,1,1,1,2,0,2,2,3,1,3,2,3,1,2,Project Manager
3,3,0,3,3,3,3,3,2,3,1,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,3,3,3,3,AI Researcher
1,2,2,2,0,1,3,2,2,2,1,1,0,0,3,0,0,2,0,3,2,1,3,1,1,1,3,2,1,1,1,2,2,2,3,1,2,2,3,2,0,3,0,3,2,3,2,3,2,0,Project Manager
0,1,2,1,1,1,0,1,1,1,2,3,3,1,2,0,3,3,3,1,1,3,0,0,2,1,0,1,0,1,1,0,3,2,0,2,1,0,0,0,3,1,3,1,1,1,1,2,1,2,Data Analyst
0,2,2,2,2,2,1,3,2,0,0,0,2,0,1,0,2,1,0,2,1,2,1,3,0,2,2,2,2,3,2,1,1,2,2,0,1,3,1,3,1,3,0,2,3,3,3,1,2,2,Project Manager
0,2,3,1,0,2,2,1,1,0,2,0,2,1,1,2,1,1,0,3,1,2,3,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,3,2,1,2,2,3,1,3,1,2,1,Project Manager
1,2,1,2,0,2,1,0,1,0,3,1,2,2,2,0,1,1,1,2,1,3,1,0,2,0,1,0,1,1,2,0,1,2,1,2,1,1,1,0,2,1,1,0,0,0,0,1,2,1,AI Engineer
2,3,3,2,2,1,2,1,2,1,1,0,2,1,1,2,1,1,1,1,1,0,1,3,1,2,2,2,3,1,2,2,1,1,3,1,3,1,3,2,1,3,0,2,1,3,3,3,3,2,Project Manager
2,1,1,0,1,1,0,1,2,2,2,1,3,0,2,0,1,3,2,0,2,3,0,0,3,1,0,0,1,0,2,0,2,3,1,1,1,0,0,1,2,0,2,0,2,0,0,1,2,3,AI Engineer
2,1,2,2,0,2,2,2,0,0,1,1,1,0,3,1,2,2,1,2,3,0,3,1,2,3,3,1,1,3,3,3,0,1,3,0,1,3,2,1,1,2,2,1,1,1,1,1,3,0,Project Manager
2,3,0,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,AI Researcher
1,3,3,0,3,0,3,1,3,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,Full Stack Developer
1,1,1,0,3,1,2,0,2,0,2,1,0,3,1,2,1,1,1,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2,0,1,1,Full Stack Developer
3,3,0,3,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,AI Researcher
2,2,1,3,0,1,0,3,0,3,2,1,1,0,2,2,0,0,0,2,2,0,3,2,1,2,2,2,1,3,2,2,0,2,2,1,3,3,3,2,2,3,1,1,1,1,3,3,3,2,Business Analyst
1,3,3,0,1,0,1,0,3,1,1,3,0,2,0,2,1,1,1,1,0,2,0,2,0,1,0,2,2,1,0,1,0,1,0,1,1,0,0,2,0,1,1,0,1,1,2,1,0,0,Full Stack Developer
1,2,1,1,1,2,0,0,1,0,3,0,3,0,2,0,2,3,1,1,1,1,0,0,2,0,0,0,0,0,1,0,3,2,1,1,2,0,0,0,1,1,3,2,2,0,0,0,1,3,AI Engineer
2,0,0,1,1,1,0,1,3,2,1,0,1,2,0,2,0,1,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,2,0,1,0,Backend Developer
1,3,2,1,2,0,2,1,2,0,1,3,0,3,1,1,0,0,1,0,0,2,0,0,0,2,0,2,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,2,0,0,0,1,Full Stack Developer
3,3,1,1,1,2,0,1,0,3,1,0,0,0,1,1,0,1,0,2,1,2,1,3,0,3,3,1,3,3,1,3,1,0,3,0,2,1,2,2,2,3,2,1,2,2,3,2,1,0,Business Analyst
2,0,3,2,1,2,0,3,1,3,1,3,2,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,Data Scientist
1,0,0,2,2,0,1,0,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,2,1,2,2,2,1,2,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,Backend Developer
2,0,1,1,1,0,0,0,1,2,0,0,0,2,0,1,0,1,1,0,0,2,0,0,0,1,1,2,0,2,1,1,0,1,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,Backend Developer
0,1,2,0,1,3,2,1,0,0,2,1,2,0,1,2,1,2,1,1,3,1,3,1,2,1,1,1,2,1,3,3,2,2,3,2,2,3,3,1,0,1,0,3,1,2,2,1,1,1,Project Manager
2,0,3,2,0,3,0,3,0,3,1,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,Data Scientist
3,1,3,3,0,3,0,3,1,3,1,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,Data Scientist
1,0,2,1,1,0,0,0,1,1,1,0,0,1,0,3,0,1,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,Backend Developer
2,3,2,2,1,2,3,2,0,1,1,2,2,0,1,1,0,0,1,3,3,2,3,1,2,2,1,3,3,1,3,2,2,2,2,1,3,2,2,1,0,3,1,2,1,2,3,2,1,2,Project Manager
3,1,2,2,1,3,1,2,0,3,0,3,2,2,3,3,2,3,2,3,2,2,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,2,3,2,3,2,Data Scientist
3,2,0,3,2,2,2,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,3,2,2,3,AI Researcher
2,3,0,2,3,3,3,3,2,3,1,1,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,2,2,3,2,3,AI Researcher
1,1,2,0,0,0,0,1,0,0,3,2,1,0,1,1,1,1,2,1,1,2,0,0,3,0,0,1,1,0,2,1,3,2,2,1,2,1,2,0,1,2,3,2,0,0,0,2,1,2,Data Analyst
2,0,0,2,2,1,0,1,2,1,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,0,2,1,0,1,1,2,0,0,0,0,0,2,0,2,0,1,1,0,0,2,2,0,0,0,Backend Developer
0,0,3,0,1,0,1,1,0,0,3,3,3,0,0,1,1,2,2,0,2,2,1,0,3,1,0,0,0,0,1,0,1,2,0,2,1,1,1,0,2,2,1,0,1,0,1,1,2,3,Data Analyst
3,1,1,3,1,1,0,3,0,3,3,1,1,0,3,1,2,0,0,3,1,2,2,1,2,2,2,2,3,3,1,3,0,2,3,0,2,3,1,3,1,3,1,2,1,1,3,2,3,0,Business Analyst
0,2,0,0,1,1,0,0,0,2,2,0,3,1,1,0,3,3,1,0,0,1,1,1,2,0,1,0,1,0,0,0,1,2,1,1,0,0,2,0,1,2,1,2,1,0,0,2,2,1,AI Engineer
1,2,0,2,1,2,1,2,0,0,2,1,3,2,2,0,1,2,1,1,0,1,2,1,3,0,0,1,0,1,1,0,3,3,1,2,1,0,0,1,2,1,3,0,1,1,0,0,2,2,AI Engineer
1,3,3,2,0,2,1,1,0,1,1,2,2,2,2,2,2,0,0,2,2,0,1,2,1,3,1,1,1,3,3,3,0,2,2,0,2,2,3,3,0,1,1,3,1,2,2,1,3,2,Project Manager
3,3,1,2,2,3,3,2,3,3,1,2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,AI Researcher
3,1,0,3,0,1,1,1,0,2,3,2,0,0,2,0,2,2,1,2,3,2,3,1,2,1,2,1,1,2,2,3,2,1,3,2,1,2,2,3,0,3,2,2,2,1,1,1,1,0,Business Analyst
1,2,2,0,3,0,2,0,1,0,2,2,0,2,0,2,0,0,0,0,0,1,0,2,1,2,2,1,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Full Stack Developer
1,0,3,0,1,2,0,2,0,0,3,3,1,1,0,0,2,3,3,2,0,3,2,0,2,1,0,0,0,0,2,1,2,1,1,1,2,0,1,1,3,1,3,1,1,0,1,1,1,3,Data Analyst
3,2,0,3,3,3,2,2,3,3,1,2,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,2,3,3,3,2,AI Researcher
1,0,0,2,3,1,1,1,1,2,1,0,0,1,0,2,0,0,0,1,1,2,0,0,1,1,2,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,Backend Developer
0,1,2,0,1,0,2,0,0,0,3,3,2,1,0,1,2,2,2,0,2,2,0,0,1,1,0,0,0,0,2,0,3,1,2,3,2,0,0,0,1,2,2,0,0,0,0,2,0,1,Data Analyst
3,3,0,2,2,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,AI Researcher
0,0,0,0,1,2,2,1,0,0,3,1,3,0,1,0,2,3,3,2,1,2,2,0,3,1,0,0,0,1,1,1,2,2,1,1,0,0,2,0,1,2,2,1,1,0,0,1,2,3,AI Engineer
0,2,3,0,3,1,1,0,1,1,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,1,1,0,1,0,0,Full Stack Developer
1,3,3,2,1,3,2,3,2,0,2,1,1,2,3,0,1,1,2,3,3,2,3,3,0,3,3,1,3,3,2,3,2,2,3,2,1,2,3,1,0,2,0,2,3,1,1,1,2,2,Project Manager
0,3,1,1,3,1,1,0,1,1,2,2,1,1,1,2,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,Full Stack Developer
2,0,1,2,1,0,2,2,0,2,2,0,2,0,2,0,1,1,3,1,1,1,2,1,1,0,0,1,1,1,2,0,3,3,2,3,2,0,2,1,2,1,1,0,0,0,0,1,2,3,AI Engineer
3,2,0,1,0,2,0,2,0,1,3,1,2,0,3,1,2,1,1,3,1,1,3,2,1,2,3,2,3,2,3,2,2,1,2,1,2,2,2,2,2,2,1,1,1,3,3,1,2,0,Business Analyst
0,3,3,1,2,1,2,1,2,1,1,3,0,3,1,1,0,1,0,0,0,2,1,2,0,1,1,0,2,2,1,1,0,0,0,0,1,2,1,1,0,0,1,1,1,1,2,1,0,0,Full Stack Developer
3,1,3,2,0,3,0,2,1,2,0,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,Data Scientist
0,1,2,2,0,0,1,0,2,2,2,0,3,1,2,0,2,1,1,2,1,3,1,0,1,0,0,1,0,0,2,0,2,1,1,1,1,0,2,1,3,2,1,1,0,1,0,2,1,2,AI Engineer
3,0,2,3,1,2,0,3,0,2,0,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,3,3,2,Data Scientist
3,0,3,2,0,2,0,3,1,3,1,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,2,2,3,Data Scientist
0,1,2,0,1,2,2,0,0,0,3,3,2,1,2,0,3,1,1,1,1,2,0,0,3,1,1,0,0,0,0,1,1,1,2,1,2,1,2,0,2,2,3,1,0,1,1,0,2,2,Data Analyst
3,1,2,2,3,0,0,0,3,2,0,1,1,2,0,1,0,1,1,0,0,2,1,1,1,1,1,0,2,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Backend Developer
2,0,2,2,3,0,0,1,3,3,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,1,1,1,1,0,0,0,Backend Developer
2,2,2,1,1,3,3,1,2,0,1,1,2,2,2,0,2,2,0,1,1,0,1,1,1,1,3,3,1,1,3,2,0,2,3,2,2,1,1,1,1,2,1,2,2,1,1,3,1,1,Project Manager
1,2,2,1,1,1,0,2,1,0,3,0,2,0,1,1,2,2,2,1,2,2,1,0,2,0,1,1,1,0,0,0,1,2,0,1,2,1,1,1,3,1,1,1,0,0,1,1,0,3,AI Engineer
2,0,2,3,0,2,1,3,1,3,0,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,Data Scientist
1,2,0,2,0,3,0,1,0,2,3,2,1,1,3,2,1,0,2,2,3,0,3,3,0,3,3,3,3,2,2,2,2,2,3,1,3,1,1,2,0,2,0,1,2,3,1,3,2,1,Business Analyst
3,3,1,3,3,2,3,3,2,2,1,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,AI Researcher
2,0,1,2,3,0,0,0,1,3,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,0,2,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,0,0,0,Backend Developer
2,0,1,2,1,1,0,1,3,2,1,1,0,2,0,2,0,0,0,0,1,0,0,0,1,1,1,0,2,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,Backend Developer
2,0,3,3,0,2,0,2,0,2,0,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,Data Scientist
3,1,1,3,2,0,1,1,3,1,1,1,0,2,0,1,0,0,0,0,1,2,1,2,0,0,2,2,0,2,0,2,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,Backend Developer
3,0,1,3,2,1,0,0,1,1,1,0,1,1,0,2,0,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,Backend Developer
1,0,1,3,3,0,0,1,2,1,0,1,1,2,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,Backend Developer
3,0,1,2,3,1,0,0,3,2,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,2,0,0,0,Backend Developer
1,2,0,0,0,1,0,2,1,0,3,0,3,2,1,1,2,1,1,2,2,2,0,1,3,1,0,1,1,1,2,0,1,3,1,1,1,0,0,0,3,0,3,1,0,0,0,2,0,1,AI Engineer
2,0,2,3,0,2,0,3,0,3,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,3,2,2,3,Data Scientist
1,2,3,0,0,1,1,1,1,0,3,3,3,0,2,0,3,1,1,1,2,3,1,0,2,0,1,1,1,0,2,1,1,3,0,1,1,1,1,0,1,0,3,1,1,0,0,1,1,2,Data Analyst
0,2,2,0,0,0,1,0,0,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,1,0,0,1,0,1,2,1,3,3,2,1,0,1,2,1,1,2,3,2,2,1,0,0,2,2,Data Analyst
2,1,2,3,2,0,0,0,3,1,1,1,1,2,1,2,0,1,0,0,1,1,1,2,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,Backend Developer
0,2,3,0,2,1,2,0,2,0,2,1,1,2,0,3,1,0,0,0,0,1,1,2,1,2,2,0,2,1,1,2,0,0,0,1,0,1,0,1,0,1,1,1,0,0,2,0,0,1,Full Stack Developer
3,0,3,3,0,3,0,2,0,3,0,2,2,2,3,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,Data Scientist
3,0,3,2,0,3,0,2,1,3,0,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,3,Data Scientist
2,1,3,0,1,3,1,3,1,2,2,1,2,0,3,1,2,0,2,1,3,1,1,1,0,3,3,3,3,2,1,2,1,0,2,1,1,2,3,3,1,1,0,2,1,3,1,1,2,0,Project Manager
0,1,3,0,0,1,2,2,0,0,3,3,1,0,2,0,2,2,2,0,1,1,1,1,1,0,0,0,0,1,0,1,1,2,1,1,2,0,2,1,3,2,2,0,1,1,0,2,2,1,Data Analyst
0,2,2,0,3,0,2,0,1,0,0,3,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,2,2,0,0,2,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,Full Stack Developer
0,3,3,2,1,3,3,1,1,0,2,0,0,1,3,0,2,1,1,3,2,2,3,2,0,2,1,1,2,3,3,3,2,2,2,0,3,2,1,1,1,3,1,1,2,1,2,2,3,1,Project Manager
2,1,2,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,2,2,1,2,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,Backend Developer
0,2,3,0,0,0,0,0,0,0,3,2,1,0,1,0,2,3,3,2,0,3,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,3,0,2,0,1,0,1,1,2,3,Data Analyst
2,0,0,1,1,0,0,1,3,2,1,1,0,3,1,3,1,0,0,0,1,2,0,2,0,2,1,0,2,0,1,1,1,1,1,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,Backend Developer
3,3,0,3,3,3,3,3,2,3,1,2,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,AI Researcher
1,1,1,0,2,0,2,0,1,1,2,2,1,2,1,2,0,0,0,0,0,1,0,1,0,1,1,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,Full Stack Developer
0,3,3,2,0,2,3,1,2,1,1,2,2,1,1,0,0,2,0,2,1,1,2,2,1,3,2,2,3,1,2,1,0,2,2,2,2,1,2,2,2,3,0,1,3,2,1,1,2,0,Project Manager
3,3,0,3,3,2,3,3,3,3,1,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,AI Researcher
0,3,3,1,2,0,2,1,1,0,0,1,0,2,0,2,0,1,1,0,0,1,1,2,1,1,1,2,0,0,1,0,1,1,0,0,1,2,0,2,0,0,0,0,0,2,1,0,1,0,Full Stack Developer
3,1,2,3,0,2,0,2,0,3,1,3,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,Data Scientist
3,1,0,3,0,2,0,3,1,2,3,1,2,0,3,1,2,0,2,2,3,1,3,1,0,2,3,1,1,2,2,2,2,2,1,0,1,1,1,1,1,2,1,2,2,3,3,3,2,0,Business Analyst
0,2,2,1,2,2,0,0,0,1,3,1,1,0,2,0,3,2,3,1,2,3,1,0,2,0,0,0,0,0,1,1,3,1,2,3,1,0,1,0,1,1,3,2,2,1,0,1,1,3,AI Engineer
0,2,2,2,0,1,1,2,0,0,1,0,1,0,3,0,1,2,1,2,2,2,2,3,1,2,3,1,3,1,2,2,1,2,2,0,1,2,2,2,0,2,0,1,2,2,2,2,3,2,Project Manager
0,2,1,0,1,0,3,1,2,0,2,3,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,1,2,1,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0,Full Stack Developer
2,1,2,3,0,3,0,2,0,3,0,3,3,2,2,2,3,3,3,3,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,2,3,Data Scientist
1,1,3,1,0,1,0,1,0,0,3,3,3,0,0,0,3,3,1,0,2,3,1,1,2,0,0,0,0,0,1,0,3,3,0,3,0,0,1,0,2,1,1,2,2,1,0,0,1,3,Data Analyst
3,1,1,3,0,1,0,3,0,3,2,1,2,1,1,0,2,0,0,3,2,0,1,3,2,2,3,3,3,1,1,2,1,2,3,2,3,2,1,3,0,1,0,2,1,3,2,3,1,2,Business Analyst
2,1,3,2,0,1,2,2,0,0,0,1,0,2,3,2,2,2,2,3,3,2,3,3,1,2,3,3,1,1,2,1,0,1,3,2,3,1,3,3,2,1,1,1,1,3,1,1,3,2,Project Manager
1,1,0,2,0,3,0,2,1,2,2,1,2,2,1,1,0,1,1,1,1,0,2,1,0,2,1,3,3,2,3,3,0,2,2,2,1,3,1,2,1,1,2,3,3,3,1,1,3,0,Business Analyst
1,1,1,3,0,1,0,2,0,1,2,0,0,1,1,0,1,2,2,2,1,1,1,1,2,2,2,2,3,3,2,2,1,0,2,0,1,1,1,2,0,3,2,1,2,2,1,3,3,0,Business Analyst
2,2,1,2,2,2,0,0,1,2,2,1,3,2,1,0,3,2,3,1,0,3,2,0,2,0,1,0,1,0,1,0,1,3,2,3,0,0,0,1,2,1,3,1,2,0,0,1,0,1,AI Engineer
1,3,0,1,1,3,1,1,1,3,2,2,0,1,1,0,0,2,2,2,1,2,2,2,2,1,3,2,2,3,3,1,0,2,2,1,1,1,1,1,2,2,1,3,2,2,3,3,3,1,Business Analyst
2,1,2,2,2,1,1,2,1,1,2,1,0,2,1,2,2,2,1,3,3,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,1,3,1,1,1,3,0,3,2,2,1,3,3,1,Project Manager
0,3,2,0,1,0,3,1,2,0,0,3,1,3,0,2,1,1,0,1,0,2,0,2,0,2,2,0,2,2,1,2,0,0,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,1,Full Stack Developer
2,0,0,3,2,1,0,0,3,2,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,2,0,0,2,2,0,1,1,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,Backend Developer
3,0,3,2,1,2,1,2,0,3,0,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,2,3,3,Data Scientist
2,2,1,3,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,2,1,0,3,3,1,1,1,1,2,2,2,2,1,2,1,2,1,3,3,3,2,1,0,2,1,1,3,2,3,2,Business Analyst
0,1,1,1,2,0,3,0,1,1,0,2,0,3,0,3,0,1,0,1,0,0,0,2,0,1,1,1,2,2,0,2,0,0,1,0,1,1,0,0,1,1,0,0,1,2,0,0,1,0,Full Stack Developer
2,3,0,3,3,3,3,3,3,3,1,2,2,2,3,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,AI Researcher
0,2,0,2,2,0,1,0,2,1,2,0,3,1,0,0,1,3,3,2,2,1,2,0,3,0,0,1,0,0,2,0,3,2,1,2,0,1,2,0,3,2,3,2,2,0,0,1,0,3,AI Engineer
1,1,2,1,3,0,1,0,1,3,0,0,0,3,1,2,0,1,0,0,0,2,0,2,0,0,0,1,2,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,Backend Developer
2,2,1,0,2,2,1,1,2,2,2,0,0,1,2,2,2,0,2,1,2,1,2,2,0,3,3,3,3,3,1,1,2,1,1,2,3,3,3,2,0,1,2,1,2,2,3,3,2,2,Project Manager
2,1,3,3,0,2,0,3,0,3,1,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,3,2,3,2,2,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,3,3,Data Scientist
2,0,1,3,2,0,1,0,3,1,0,0,1,1,0,3,1,0,0,1,0,2,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,Backend Developer
2,1,1,0,1,1,1,0,1,0,2,0,1,1,1,0,3,1,1,0,1,3,0,0,1,0,0,1,0,0,2,0,1,2,0,2,0,1,0,0,3,1,3,0,1,1,0,2,0,2,AI Engineer
1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,0,1,0,2,2,3,1,2,2,1,1,2,3,2,1,1,2,1,2,3,1,3,2,3,1,2,2,1,1,2,2,2,1,2,0,Project Manager
1,1,1,3,0,2,0,2,1,2,1,0,1,1,3,2,2,2,2,1,1,0,1,3,2,3,3,2,2,3,2,1,2,2,1,1,2,3,3,2,0,1,2,2,2,3,2,2,2,0,Business Analyst
